dz_2021_code,type,catholic,presbyterian_church_in_ireland,church_of_ireland,methodist_church_in_ireland,other_christian_including_christian_related,other_religions,no_religion,religion_not_stated
N20002801,NI data zone,22,75,28,15,31,5,34,3
N20002802,NI data zone,18,421,72,43,152,9,189,10
N20002803,NI data zone,27,144,60,34,34,10,125,7
N20002804,NI data zone,37,201,107,52,61,9,143,8
N20002805,NI data zone,31,132,91,36,63,4,122,2
N20002806,NI data zone,31,127,76,18,54,5,155,11
N20002807,NI data zone,16,81,68,31,34,2,51,1
N20002808,NI data zone,39,204,135,34,77,0,159,7
N20002809,NI data zone,32,267,79,34,86,5,134,6
N20002810,NI data zone,18,117,69,25,48,4,137,3
N20002811,NI data zone,24,110,43,38,43,0,92,6
N20002812,NI data zone,5,84,33,16,35,0,80,3
N20002813,NI data zone,11,131,65,33,51,2,165,7
N20002814,NI data zone,64,148,119,69,66,7,149,13
N20002815,NI data zone,5,77,46,18,26,2,108,5
N20002816,NI data zone,11,77,51,31,31,2,136,5
N20002817,NI data zone,18,105,72,28,31,6,141,10
N20002818,NI data zone,20,142,84,39,39,0,176,8
N20002819,NI data zone,20,168,86,37,48,0,181,15
N20002820,NI data zone,38,115,71,18,30,2,97,5
N20002821,NI data zone,26,133,132,27,68,4,228,11
N20002822,NI data zone,41,113,89,41,83,9,202,3
N20002823,NI data zone,62,194,101,29,79,4,218,3
N20002824,NI data zone,34,68,27,7,17,7,81,0
N20002825,NI data zone,83,241,99,29,72,4,184,10
N20002826,NI data zone,38,177,84,33,72,3,166,4
N20002827,NI data zone,51,130,42,19,80,1,158,3
N20002828,NI data zone,32,42,61,30,53,8,150,1
N20002829,NI data zone,26,79,111,51,92,19,177,9
N20002830,NI data zone,60,97,59,34,62,18,158,5
N20002831,NI data zone,26,68,51,36,25,6,95,6
N20002832,NI data zone,60,165,51,17,77,4,157,6
N20002833,NI data zone,24,77,63,34,47,2,143,12
N20002834,NI data zone,19,63,86,28,50,0,100,1
N20002835,NI data zone,60,108,92,29,95,15,221,7
N20002836,NI data zone,102,135,63,23,47,9,178,9
N20002838,NI data zone,588,206,59,1,54,1,92,14
