dz_2021_code,type,catholic,presbyterian_church_in_ireland,church_of_ireland,methodist_church_in_ireland,other_christian_including_christian_related,other_religions,no_religion,religion_not_stated
N20003229,NI data zone,449,25,14,0,13,6,34,6
N20003230,NI data zone,625,11,8,0,13,2,24,5
N20003231,NI data zone,616,1,2,0,5,2,46,7
N20003232,NI data zone,389,14,6,1,2,2,20,7
N20003234,NI data zone,621,11,0,0,18,1,45,3
N20003235,NI data zone,515,19,26,6,17,1,42,3
N20003236,NI data zone,640,9,23,1,26,1,68,13
N20003237,NI data zone,468,12,11,2,34,2,30,0
N20003238,NI data zone,427,11,7,2,18,17,52,2
N20003239,NI data zone,526,1,4,0,13,3,58,9
N20003240,NI data zone,587,10,33,2,11,1,64,3
N20003241,NI data zone,507,11,3,0,30,9,88,8
N20003242,NI data zone,313,7,9,0,25,12,74,5
N20003243,NI data zone,493,6,5,0,15,6,53,4
N20003244,NI data zone,536,3,3,0,9,4,47,6
N20003245,NI data zone,272,3,0,1,0,0,34,10
N20003246,NI data zone,364,2,4,0,12,1,63,14
N20003247,NI data zone,185,6,8,2,5,0,33,1
N20003248,NI data zone,332,11,7,0,15,9,52,4
N20003249,NI data zone,234,2,4,0,11,8,36,5
N20003250,NI data zone,426,3,16,1,14,4,50,3
N20003251,NI data zone,176,3,2,0,8,0,37,10
N20003252,NI data zone,351,7,6,2,10,5,35,4
N20003253,NI data zone,351,11,12,1,21,5,61,10
N20003254,NI data zone,300,5,5,2,6,7,57,9
N20003255,NI data zone,298,9,18,2,13,12,85,22
N20003256,NI data zone,324,11,14,0,41,0,67,14
N20003257,NI data zone,494,89,37,0,16,0,62,13
N20003258,NI data zone,333,8,5,0,5,1,36,9
N20003259,NI data zone,323,43,49,4,34,0,76,12
N20003260,NI data zone,540,0,4,0,1,2,42,5
N20003261,NI data zone,456,146,16,1,16,0,52,2
N20003262,NI data zone,384,43,36,3,14,5,95,3
N20003263,NI data zone,373,31,16,2,5,6,69,12
N20003264,NI data zone,348,45,23,1,22,3,62,4
N20003265,NI data zone,371,15,25,2,5,7,45,2
N20003266,NI data zone,387,52,60,3,11,1,99,5
N20003267,NI data zone,304,22,27,2,7,0,37,10
N20003268,NI data zone,350,67,28,3,17,5,97,3
N20003269,NI data zone,366,13,24,1,9,0,71,6
N20003270,NI data zone,323,49,30,13,20,0,77,8
N20003271,NI data zone,240,39,19,0,16,13,75,4
N20003272,NI data zone,369,45,18,15,12,8,134,14
N20003273,NI data zone,367,58,29,5,26,9,88,3
N20003274,NI data zone,445,51,44,3,15,3,122,15
N20003275,NI data zone,281,69,36,1,29,2,58,2
N20003276,NI data zone,558,23,32,0,1,3,34,9
N20003277,NI data zone,241,39,31,5,19,1,100,5
N20003278,NI data zone,211,45,42,6,30,0,155,18
N20003279,NI data zone,190,18,22,0,11,6,108,1
N20003280,NI data zone,447,13,4,0,1,1,36,7
N20003281,NI data zone,340,101,59,0,49,0,46,6
N20003282,NI data zone,464,137,44,0,42,2,52,5
N20003283,NI data zone,423,103,33,0,16,0,39,2
N20003284,NI data zone,426,31,29,0,17,1,61,2
N20003285,NI data zone,96,143,76,2,50,0,55,11
N20003286,NI data zone,38,220,111,3,42,1,56,3
N20003287,NI data zone,24,219,151,11,57,2,72,2
N20003288,NI data zone,233,254,51,1,90,4,41,4
N20003289,NI data zone,312,112,35,2,50,2,42,8
N20003290,NI data zone,420,118,36,2,31,6,56,16
N20003291,NI data zone,381,167,5,0,17,1,41,6
N20003292,NI data zone,156,306,69,0,134,8,59,24
N20003293,NI data zone,331,314,61,2,41,2,54,6
N20003294,NI data zone,274,124,35,1,22,0,36,11
N20003295,NI data zone,443,32,15,1,11,11,63,2
N20003296,NI data zone,221,90,31,1,36,0,27,10
N20003297,NI data zone,232,168,86,0,57,1,93,5
N20003298,NI data zone,32,282,75,0,39,3,52,2
N20003299,NI data zone,473,46,35,0,13,0,76,11
N20003300,NI data zone,95,372,92,2,80,5,50,6
N20003301,NI data zone,136,154,82,0,81,20,95,15
N20003302,NI data zone,545,11,12,1,6,7,46,8
N20003303,NI data zone,191,80,28,3,27,17,74,1
N20003304,NI data zone,457,143,89,0,45,0,113,21
N20003305,NI data zone,41,139,54,1,17,10,57,6
N20003306,NI data zone,51,205,65,1,38,9,57,14
N20003307,NI data zone,55,193,63,1,25,0,35,6
N20003308,NI data zone,208,153,40,2,38,2,59,7
N20003309,NI data zone,264,148,36,3,26,0,47,6
N20003310,NI data zone,277,195,34,2,25,1,37,6
N20003311,NI data zone,214,89,93,10,83,1,127,12
N20003312,NI data zone,35,116,71,11,63,6,85,5
N20003313,NI data zone,353,85,38,3,24,0,73,3
N20003314,NI data zone,46,117,56,12,74,0,106,7
N20003315,NI data zone,557,10,15,1,41,2,56,5
N20003316,NI data zone,29,170,54,5,28,0,58,8
N20003317,NI data zone,458,136,52,9,70,3,119,9
N20003318,NI data zone,544,13,17,2,14,0,58,9
N20003319,NI data zone,790,30,12,10,20,5,128,2
N20003320,NI data zone,213,68,49,7,11,5,91,8
N20003321,NI data zone,484,55,51,3,42,1,90,8
N20003322,NI data zone,259,78,27,8,27,1,76,7
N20003323,NI data zone,253,96,31,2,47,0,51,7
N20003324,NI data zone,591,65,54,3,36,3,91,5
N20003325,NI data zone,313,35,15,0,26,3,44,4
N20003326,NI data zone,371,99,27,1,19,3,61,6
N20003327,NI data zone,500,87,36,1,11,1,49,7
N20003328,NI data zone,513,54,80,3,45,6,73,5
N20003329,NI data zone,222,120,64,3,50,1,87,12
N20003330,NI data zone,229,118,77,3,50,0,109,2
N20003331,NI data zone,297,143,68,1,40,1,75,8
N20003332,NI data zone,419,11,9,0,18,2,60,9
N20003333,NI data zone,303,86,36,3,28,1,39,6
N20003334,NI data zone,353,28,12,7,19,0,40,7
N20003335,NI data zone,611,29,54,0,17,1,105,8
N20003336,NI data zone,705,15,10,1,8,2,44,12
N20003337,NI data zone,384,113,42,18,44,0,62,4
N20003338,NI data zone,387,53,70,4,28,8,169,4
N20003339,NI data zone,207,25,44,5,8,1,48,3
N20003340,NI data zone,219,43,66,7,23,9,97,10
N20003341,NI data zone,498,19,31,0,17,6,91,16
N20003342,NI data zone,625,4,14,0,5,0,46,8
N20003343,NI data zone,448,60,27,1,17,3,66,4
N20003344,NI data zone,411,0,2,0,0,10,32,4
N20003345,NI data zone,365,1,0,0,1,0,27,7
N20003346,NI data zone,318,1,1,1,0,1,34,2
N20003347,NI data zone,75,217,82,2,44,3,95,0
N20003348,NI data zone,88,69,35,5,20,1,98,4
N20003349,NI data zone,222,176,89,11,66,5,186,3
N20003350,NI data zone,143,154,91,13,38,1,150,8
N20003351,NI data zone,68,121,50,3,31,0,75,3
N20003352,NI data zone,211,117,28,12,66,7,97,10
N20003353,NI data zone,98,113,96,10,57,3,101,3
N20003354,NI data zone,89,150,50,7,49,0,76,9
N20003355,NI data zone,207,142,61,16,57,3,158,12
N20003356,NI data zone,67,201,52,14,73,1,111,16
N20003357,NI data zone,317,88,29,1,25,0,74,3
N20003358,NI data zone,48,245,102,4,71,10,186,10
N20003359,NI data zone,125,208,77,16,58,0,107,10
N20003360,NI data zone,73,105,48,3,42,3,104,5
N20003361,NI data zone,105,143,39,3,64,3,74,12
N20003362,NI data zone,60,124,70,12,94,5,56,8
N20003363,NI data zone,39,182,59,3,53,5,81,2
N20003364,NI data zone,206,60,25,0,20,4,74,9
N20003365,NI data zone,177,155,52,4,37,4,75,22
N20003366,NI data zone,56,167,118,32,81,5,117,7
N20003367,NI data zone,92,71,37,2,41,1,54,3
N20003368,NI data zone,137,75,82,2,14,1,106,4
N20003369,NI data zone,28,139,153,27,87,4,101,15
N20003370,NI data zone,85,218,80,34,125,10,122,7
N20003371,NI data zone,115,187,110,10,61,13,155,21
N20003372,NI data zone,85,69,72,0,11,2,84,5
N20003373,NI data zone,171,95,51,6,47,6,103,0
N20003374,NI data zone,68,64,29,11,19,6,77,7
N20003375,NI data zone,97,71,73,6,17,3,119,5
N20003376,NI data zone,96,69,44,4,19,1,82,3
N20003377,NI data zone,166,82,54,1,12,1,42,8
N20003378,NI data zone,147,100,56,8,47,7,96,6
N20003379,NI data zone,219,30,24,3,15,9,104,10
N20003380,NI data zone,360,47,43,2,14,2,90,4
N20003381,NI data zone,195,135,73,7,14,0,87,0
N20003382,NI data zone,112,60,34,12,38,5,92,2
N20003383,NI data zone,249,76,38,5,24,0,69,4
N20003384,NI data zone,346,41,24,5,13,5,88,6
N20003385,NI data zone,208,52,56,4,34,8,90,5
N20003386,NI data zone,135,117,65,2,7,1,122,6
N20003387,NI data zone,219,142,69,9,68,3,122,7
N20003388,NI data zone,393,47,24,2,18,0,93,5
N20003389,NI data zone,162,81,48,11,26,2,69,2
N20003390,NI data zone,286,30,27,0,16,1,59,3
N20003391,NI data zone,400,3,56,3,8,3,106,11
N20003392,NI data zone,334,85,117,1,40,0,108,4
N20003393,NI data zone,415,18,74,2,8,8,127,8
N20003394,NI data zone,532,10,23,1,3,4,55,9
N20003395,NI data zone,376,79,90,1,37,4,101,7
N20003396,NI data zone,438,13,57,7,13,2,94,12
N20003397,NI data zone,399,66,71,4,17,9,116,27
N20003398,NI data zone,392,8,22,2,15,8,38,1
N20003399,NI data zone,497,12,23,2,9,4,61,8
N20003400,NI data zone,374,5,15,0,6,0,43,6
N20003401,NI data zone,345,13,24,0,37,2,62,8
N20003402,NI data zone,305,12,10,0,5,2,49,3
N20003403,NI data zone,291,7,22,1,14,3,74,12
N20003404,NI data zone,185,13,52,0,19,5,38,4
N20003405,NI data zone,507,7,13,0,1,2,45,1
N20003406,NI data zone,294,10,11,0,23,7,58,9
N20003407,NI data zone,292,5,9,0,20,5,37,7
N20003408,NI data zone,171,4,14,0,16,8,48,3
N20003409,NI data zone,399,14,8,0,6,3,34,5
N20003410,NI data zone,350,10,10,0,20,18,48,7
N20003411,NI data zone,655,34,17,1,18,4,77,9
N20003412,NI data zone,464,2,11,0,17,17,30,6
N20003413,NI data zone,422,9,19,2,6,1,43,14
N20003414,NI data zone,600,13,46,2,8,2,81,9
N20003415,NI data zone,187,7,2,2,5,3,15,2
N20003416,NI data zone,493,9,7,0,9,0,51,17
N20003417,NI data zone,469,6,4,2,15,2,45,4
N20003418,NI data zone,460,4,4,0,3,1,31,6
N20003419,NI data zone,591,8,4,1,5,0,53,10
N20003420,NI data zone,558,21,18,0,9,0,118,13
N20003421,NI data zone,624,5,9,0,0,6,41,10
N20003422,NI data zone,397,18,51,0,17,2,52,3
N20003423,NI data zone,479,7,23,1,8,1,54,9
N20003424,NI data zone,306,23,40,0,23,6,74,5
N20003425,NI data zone,360,6,9,2,3,0,38,6
N20003426,NI data zone,377,9,5,1,9,1,21,7
N20003427,NI data zone,245,9,10,1,1,1,34,18
N20003428,NI data zone,468,12,11,0,7,2,39,9
N20003429,NI data zone,493,34,61,0,26,7,62,2
N20003430,NI data zone,378,5,6,1,3,5,58,8
N20003431,NI data zone,399,5,6,0,4,0,72,8
N20003432,NI data zone,14,117,46,10,33,3,52,5
N20003433,NI data zone,16,208,43,14,63,0,136,5
N20003434,NI data zone,16,157,42,13,41,2,92,2
N20003435,NI data zone,8,152,55,17,31,2,124,4
N20003436,NI data zone,31,263,76,11,61,10,172,10
N20003437,NI data zone,21,207,75,12,38,6,127,5
N20003438,NI data zone,12,199,63,26,41,0,116,6
N20003439,NI data zone,11,159,40,16,27,0,71,5
N20003440,NI data zone,28,163,72,13,55,4,161,17
N20003441,NI data zone,14,117,50,20,42,4,84,6
N20003442,NI data zone,10,148,31,12,35,4,70,3
N20003443,NI data zone,32,115,54,7,51,20,174,7
N20003444,NI data zone,32,125,44,9,43,0,168,8
N20003445,NI data zone,26,130,42,11,38,6,102,5
N20003446,NI data zone,21,103,34,9,27,5,124,2
N20003447,NI data zone,12,147,32,10,33,8,102,3
N20003448,NI data zone,28,315,152,30,61,3,176,7
N20003449,NI data zone,27,73,37,4,15,6,77,1
N20003450,NI data zone,30,177,42,13,52,0,83,12
N20003451,NI data zone,23,134,34,17,35,5,125,4
N20003452,NI data zone,16,185,82,13,54,3,111,3
N20003453,NI data zone,28,172,74,18,52,6,99,2
N20003454,NI data zone,18,161,70,13,43,0,116,8
N20003455,NI data zone,33,99,50,9,37,3,117,2
N20003456,NI data zone,18,233,66,11,40,0,138,12
N20003457,NI data zone,14,210,82,10,56,5,133,7
N20003458,NI data zone,9,197,28,7,24,6,52,8
N20003459,NI data zone,8,171,49,6,39,0,89,5
N20003460,NI data zone,20,181,100,10,42,1,87,2
N20003461,NI data zone,20,171,34,17,32,0,63,2
N20003462,NI data zone,17,137,46,11,49,5,79,2
N20003463,NI data zone,38,320,97,30,87,7,154,8
N20003464,NI data zone,20,123,45,6,26,7,90,3
N20003465,NI data zone,55,243,46,14,50,2,150,9
N20003466,NI data zone,26,229,95,16,59,0,134,4
N20003467,NI data zone,28,276,147,10,84,7,295,10
N20003468,NI data zone,63,150,79,35,63,4,204,4
N20003469,NI data zone,41,210,140,15,62,8,226,20
N20003470,NI data zone,47,227,93,5,56,1,137,2
N20003471,NI data zone,162,294,70,9,43,8,90,16
N20003472,NI data zone,11,167,87,7,19,1,103,8
N20003473,NI data zone,33,201,103,9,69,7,156,5
N20003474,NI data zone,48,189,109,14,60,1,205,6
N20003475,NI data zone,39,199,70,28,75,5,171,2
N20003476,NI data zone,46,186,83,32,98,7,138,2
N20003477,NI data zone,23,146,54,33,70,1,191,2
N20003478,NI data zone,22,172,87,30,84,0,112,1
N20003479,NI data zone,14,111,37,14,58,9,107,32
N20003480,NI data zone,26,149,45,12,56,11,200,7
N20003481,NI data zone,18,77,61,19,58,5,115,3
N20003482,NI data zone,62,136,42,26,64,8,159,2
N20003483,NI data zone,21,138,61,22,52,11,121,6
N20003484,NI data zone,29,135,87,25,95,21,194,4
N20003485,NI data zone,26,82,28,12,47,0,136,1
N20003486,NI data zone,33,113,43,9,44,9,187,11
N20003487,NI data zone,28,171,86,46,70,4,129,13
N20003488,NI data zone,37,212,91,50,73,10,201,13
N20003489,NI data zone,24,100,43,16,43,0,139,6
N20003490,NI data zone,28,139,86,21,55,1,120,10
N20003491,NI data zone,43,188,80,31,73,5,190,5
N20003492,NI data zone,45,188,99,29,78,6,234,5
N20003493,NI data zone,42,151,76,16,44,12,253,4
N20003494,NI data zone,34,171,79,22,56,5,135,6
N20003495,NI data zone,33,112,60,9,32,12,156,5
N20003496,NI data zone,52,153,100,16,65,16,172,3
N20003497,NI data zone,12,149,58,15,70,0,89,5
N20003498,NI data zone,37,97,58,22,30,8,92,7
N20003499,NI data zone,48,83,28,5,26,20,104,8
N20003500,NI data zone,30,77,25,9,20,3,72,8
N20003501,NI data zone,32,159,88,21,52,5,95,11
N20003502,NI data zone,56,217,99,26,64,6,221,8
N20003503,NI data zone,72,106,29,6,43,5,129,5
N20003504,NI data zone,75,126,40,17,41,23,163,11
N20003505,NI data zone,42,219,67,32,90,10,233,16
N20003506,NI data zone,52,278,66,15,51,4,170,18
N20003507,NI data zone,21,138,45,24,60,1,163,5
N20003508,NI data zone,40,154,78,22,78,10,114,19
N20003509,NI data zone,25,113,20,3,39,8,154,7
N20003510,NI data zone,16,66,21,5,15,2,50,8
N20003511,NI data zone,21,115,64,11,59,2,106,3
N20003512,NI data zone,21,124,42,3,36,6,88,1
N20003513,NI data zone,20,62,20,13,20,15,85,6
N20003514,NI data zone,42,221,66,36,36,10,147,9
N20003515,NI data zone,9,161,56,17,30,6,202,14
N20003516,NI data zone,27,111,60,11,33,22,126,0
N20003517,NI data zone,16,128,45,4,45,8,75,2
N20003518,NI data zone,53,154,18,14,35,12,156,6
N20003519,NI data zone,22,101,49,19,35,9,114,11
N20003520,NI data zone,21,155,50,10,45,11,237,10
N20003521,NI data zone,42,168,60,15,67,11,171,13
N20003522,NI data zone,29,81,46,9,39,11,100,3
N20003523,NI data zone,23,184,81,14,86,1,144,4
N20003524,NI data zone,23,90,39,11,41,2,111,22
N20003525,NI data zone,35,69,67,33,55,9,99,7
N20003526,NI data zone,25,121,55,15,35,3,119,2
N20003527,NI data zone,25,96,43,11,24,5,128,18
N20003528,NI data zone,22,190,76,27,58,2,117,3
N20003529,NI data zone,41,80,37,8,18,12,114,5
N20003530,NI data zone,11,126,54,15,53,5,96,1
N20003531,NI data zone,34,152,81,14,46,5,80,15
N20003532,NI data zone,29,178,77,13,52,6,193,6
N20003533,NI data zone,22,223,42,15,60,8,170,6
N20003534,NI data zone,24,146,34,12,38,4,168,8
N20003535,NI data zone,30,183,86,22,63,0,161,8
N20003536,NI data zone,26,194,126,25,86,3,241,4
N20003537,NI data zone,78,140,108,7,39,13,207,2
N20003538,NI data zone,65,116,130,18,43,11,197,6
N20003539,NI data zone,72,88,47,8,22,6,104,2
N20003540,NI data zone,37,91,74,6,18,7,129,2
N20003541,NI data zone,26,103,58,23,32,4,83,5
N20003542,NI data zone,27,118,73,21,36,0,139,9
N20003543,NI data zone,27,135,54,26,19,4,69,10
N20003544,NI data zone,61,99,48,10,29,0,105,2
N20003545,NI data zone,96,99,94,19,57,22,209,13
N20003546,NI data zone,65,197,86,18,55,12,198,8
N20003547,NI data zone,87,164,109,18,52,10,218,21
N20003548,NI data zone,105,133,142,19,44,15,211,3
N20003549,NI data zone,144,129,141,12,51,15,133,7
N20003550,NI data zone,116,101,132,15,37,2,190,11
N20003551,NI data zone,83,84,72,25,34,11,115,5
N20003552,NI data zone,69,57,68,5,20,12,97,10
N20003553,NI data zone,217,122,133,33,52,2,243,11
N20003554,NI data zone,123,344,174,54,148,13,337,8
N20003555,NI data zone,83,92,96,15,28,12,147,6
N20003556,NI data zone,59,95,52,18,62,10,182,3
N20003557,NI data zone,27,64,30,8,37,6,114,3
N20003558,NI data zone,86,62,59,5,16,14,148,7
N20003559,NI data zone,106,54,59,17,30,4,184,9
N20003560,NI data zone,87,66,70,16,12,5,118,7
N20003561,NI data zone,130,48,57,20,22,16,181,7
N20003562,NI data zone,60,259,98,23,108,6,191,11
N20003563,NI data zone,62,58,41,15,24,3,85,8
N20003564,NI data zone,86,49,44,8,25,14,153,0
N20003565,NI data zone,102,80,61,23,35,2,119,2
N20003566,NI data zone,88,67,43,8,26,9,120,3
N20003567,NI data zone,140,103,87,23,31,7,155,4
N20003568,NI data zone,42,247,74,23,78,15,162,5
N20003569,NI data zone,94,290,133,33,81,9,232,18
N20003570,NI data zone,59,39,59,7,11,9,91,4
N20003571,NI data zone,80,75,106,16,60,6,137,12
N20003572,NI data zone,15,231,36,12,48,5,162,2
N20003573,NI data zone,119,103,87,12,35,12,153,6
N20003574,NI data zone,101,72,96,9,19,5,112,12
N20003575,NI data zone,79,63,105,7,20,8,96,4
N20003576,NI data zone,72,55,45,5,78,10,276,11
N20003577,NI data zone,75,96,58,5,33,10,117,10
N20003578,NI data zone,62,165,107,13,68,5,225,5
N20003579,NI data zone,52,91,51,6,24,2,100,5
N20003580,NI data zone,99,154,58,13,29,3,138,9
N20003581,NI data zone,167,168,93,12,28,3,234,9
N20003582,NI data zone,65,141,59,24,19,7,112,8
N20003583,NI data zone,118,55,58,10,18,8,123,9
N20003584,NI data zone,153,131,71,25,25,1,96,11
N20003585,NI data zone,54,156,59,16,39,6,108,6
N20003586,NI data zone,188,90,81,24,32,11,212,8
N20003587,NI data zone,44,110,43,26,26,3,141,4
N20003588,NI data zone,46,121,44,18,37,3,121,4
N20003589,NI data zone,77,120,65,33,35,4,151,6
N20003590,NI data zone,67,74,18,7,22,0,117,7
N20003591,NI data zone,34,87,58,17,15,2,47,2
N20003592,NI data zone,59,80,30,6,41,14,195,3
N20003593,NI data zone,35,89,29,12,38,3,82,7
N20003594,NI data zone,51,160,64,32,34,7,159,15
N20003595,NI data zone,69,159,92,24,35,4,157,15
N20003596,NI data zone,41,81,43,11,44,6,194,12
N20003597,NI data zone,55,86,19,6,33,6,119,2
N20003598,NI data zone,33,134,46,19,23,5,75,9
N20003599,NI data zone,79,96,56,12,37,10,218,4
N20003600,NI data zone,45,140,58,28,24,2,108,6
N20003601,NI data zone,45,95,27,6,30,7,103,0
N20003602,NI data zone,78,126,61,10,28,4,118,7
N20003603,NI data zone,50,129,52,14,54,11,175,4
N20003604,NI data zone,30,94,48,37,23,1,73,5
N20003605,NI data zone,87,199,61,29,85,9,260,12
N20003606,NI data zone,37,77,38,9,18,5,68,5
N20003607,NI data zone,13,159,64,6,27,3,145,4
N20003608,NI data zone,8,98,27,3,7,4,91,6
N20003609,NI data zone,9,153,59,31,27,9,200,5
N20003610,NI data zone,26,63,16,1,26,10,111,1
N20003611,NI data zone,45,107,67,19,23,7,166,5
N20003612,NI data zone,53,90,39,22,30,1,122,1
N20003613,NI data zone,31,110,62,7,46,7,139,3
N20003614,NI data zone,58,119,48,19,57,1,149,10
N20003615,NI data zone,57,197,104,31,70,9,179,3
N20003616,NI data zone,28,182,88,29,58,10,212,6
N20003617,NI data zone,24,144,40,3,49,2,161,3
N20003618,NI data zone,21,120,42,16,41,7,180,8
N20003619,NI data zone,92,167,75,22,68,9,292,10
N20003620,NI data zone,85,206,80,19,67,17,242,5
N20003621,NI data zone,38,144,69,8,26,1,138,9
N20003622,NI data zone,20,134,80,24,35,4,182,2
N20003623,NI data zone,56,132,93,12,42,4,201,5
N20003624,NI data zone,85,76,60,14,53,11,296,6
N20003625,NI data zone,31,147,93,15,56,12,157,6
N20003626,NI data zone,54,134,88,26,44,3,155,16
N20003627,NI data zone,46,116,105,17,27,3,121,5
N20003628,NI data zone,97,98,57,12,29,5,206,5
N20003629,NI data zone,43,87,117,22,29,4,193,7
N20003630,NI data zone,45,86,84,30,52,2,201,5
N20003631,NI data zone,54,54,32,8,17,12,203,4
N20003632,NI data zone,115,81,30,3,47,30,257,11
N20003633,NI data zone,15,54,28,7,29,1,38,8
N20003634,NI data zone,42,84,72,27,26,2,176,4
N20003635,NI data zone,42,115,59,25,49,3,154,15
N20003636,NI data zone,34,50,7,7,24,3,143,6
N20003637,NI data zone,55,126,49,21,43,7,171,3
N20003638,NI data zone,55,94,44,13,42,4,212,5
N20003639,NI data zone,31,123,74,20,38,5,155,3
N20003640,NI data zone,66,44,25,5,31,9,116,17
N20003641,NI data zone,34,51,28,10,23,6,124,7
N20003642,NI data zone,62,45,19,21,23,9,156,15
N20003643,NI data zone,22,104,59,13,31,2,84,16
N20003644,NI data zone,53,137,75,34,36,6,149,3
N20003645,NI data zone,48,148,93,42,49,7,219,2
N20003646,NI data zone,33,141,75,25,63,5,117,3
N20003647,NI data zone,80,128,78,27,48,3,198,19
N20003648,NI data zone,30,146,69,18,20,2,116,17
N20003649,NI data zone,75,156,44,10,34,8,220,7
N20003650,NI data zone,59,203,122,39,81,7,271,11
N20003651,NI data zone,38,101,62,5,56,1,189,5
N20003652,NI data zone,67,154,79,34,60,5,177,10
N20003653,NI data zone,36,119,50,8,36,2,156,5
N20003654,NI data zone,34,132,40,12,33,6,150,17
N20003655,NI data zone,31,150,58,8,74,11,186,6
N20003656,NI data zone,25,150,46,10,32,9,166,1
N20003657,NI data zone,27,100,41,7,18,5,146,7
N20003658,NI data zone,20,102,62,34,52,5,96,5
N20003659,NI data zone,18,143,68,20,38,1,217,5
N20003660,NI data zone,23,133,29,10,29,4,166,10
N20003661,NI data zone,35,77,59,10,39,28,163,4
N20003662,NI data zone,21,139,51,9,20,8,103,10
N20003663,NI data zone,38,103,55,16,57,1,160,17
N20003664,NI data zone,16,133,80,26,69,11,196,8
N20003665,NI data zone,19,57,20,16,25,6,81,8
N20003666,NI data zone,24,153,68,26,52,4,124,8
N20003667,NI data zone,36,154,50,27,53,8,217,3
N20003668,NI data zone,26,124,55,16,68,12,176,8
N20003669,NI data zone,49,178,80,24,61,7,219,5
N20003670,NI data zone,28,83,28,8,25,3,185,0
N20003671,NI data zone,39,94,35,9,40,0,161,1
N20003672,NI data zone,21,116,30,8,23,5,126,5
N20003673,NI data zone,39,213,53,26,103,7,278,1
N20003674,NI data zone,28,104,47,11,36,1,117,7
N20003675,NI data zone,28,106,39,11,71,6,175,1
N20003676,NI data zone,57,125,57,22,66,7,237,3
N20003677,NI data zone,30,151,45,16,41,5,135,15
N20003678,NI data zone,45,130,58,15,41,2,209,6
N20003679,NI data zone,19,106,61,15,18,0,42,9
N20003680,NI data zone,29,111,100,14,44,10,167,7
N20003681,NI data zone,21,130,49,16,23,1,116,6
N20003682,NI data zone,23,124,80,12,30,4,96,5
N20003683,NI data zone,14,77,47,19,41,1,101,6
N20003684,NI data zone,28,152,100,35,44,3,139,15
N20003685,NI data zone,36,162,77,18,35,1,143,5
N20003686,NI data zone,37,101,49,13,31,1,110,2
N20003687,NI data zone,24,125,55,9,49,3,128,5
N20003688,NI data zone,17,119,63,28,35,3,90,7
N20003689,NI data zone,25,81,49,21,35,5,156,6
N20003690,NI data zone,22,101,68,12,32,2,97,1
N20003691,NI data zone,33,125,68,15,64,3,118,7
N20003692,NI data zone,6,54,27,11,26,7,53,5
N20003693,NI data zone,23,130,80,33,55,1,133,6
N20003694,NI data zone,35,134,68,18,40,4,156,4
N20003695,NI data zone,47,150,63,34,68,9,154,5
N20003696,NI data zone,46,156,86,27,83,4,160,8
N20003697,NI data zone,33,177,91,44,34,9,168,2
N20003698,NI data zone,43,168,107,31,57,13,182,7
N20003699,NI data zone,36,116,70,14,56,2,162,7
N20003700,NI data zone,32,204,84,28,59,7,202,5
N20003701,NI data zone,61,189,76,17,47,2,154,0
N20003702,NI data zone,27,83,59,15,24,1,105,5
N20003703,NI data zone,33,75,46,11,39,9,175,4
N20003704,NI data zone,17,166,102,23,47,2,160,2
N20003705,NI data zone,37,132,72,22,34,15,139,9
N20003706,NI data zone,23,124,73,19,37,9,122,3
N20003707,NI data zone,28,128,53,16,30,10,103,7
N20003708,NI data zone,65,199,76,43,50,5,225,7
N20003709,NI data zone,55,164,76,26,62,13,204,5
N20003710,NI data zone,29,55,22,12,26,0,79,4
N20003711,NI data zone,16,56,52,12,14,4,70,2
N20003712,NI data zone,46,185,88,31,56,4,210,12
N20003713,NI data zone,15,65,52,15,28,1,93,4
N20003714,NI data zone,26,219,99,32,80,4,205,9
N20003715,NI data zone,15,88,32,10,28,5,79,12
N20003716,NI data zone,45,139,71,34,60,6,224,4
N20003717,NI data zone,53,125,60,16,52,2,157,0
N20003718,NI data zone,33,133,66,19,33,7,137,8
N20003719,NI data zone,70,197,98,66,75,3,214,11
N20003720,NI data zone,18,152,85,19,35,1,150,7
N20003721,NI data zone,27,168,44,16,19,3,127,12
N20003722,NI data zone,24,140,60,20,39,1,143,8
N20003723,NI data zone,5,119,68,17,17,5,120,3
N20003724,NI data zone,17,86,94,18,27,0,66,6
N20003725,NI data zone,23,198,87,11,61,7,204,2
N20003726,NI data zone,12,97,60,5,36,3,105,3
N20003727,NI data zone,12,130,60,6,32,0,95,6
N20003728,NI data zone,25,232,107,34,43,4,211,6
N20003729,NI data zone,30,181,86,29,61,5,220,8
N20003730,NI data zone,11,133,65,25,51,6,131,11
N20003731,NI data zone,19,170,34,15,50,4,94,4
N20003732,NI data zone,15,132,93,25,56,3,154,11
N20003733,NI data zone,12,138,89,12,94,1,144,0
N20003734,NI data zone,14,217,106,23,96,1,237,0
N20003735,NI data zone,16,212,96,21,59,7,128,5
N20003736,NI data zone,13,89,46,7,63,1,103,7
N20003737,NI data zone,6,155,39,8,57,5,108,3
N20003738,NI data zone,28,154,94,61,105,2,177,8
N20003739,NI data zone,53,206,83,39,105,4,276,10
N20003740,NI data zone,18,185,62,3,80,6,125,6
N20003741,NI data zone,10,176,68,17,52,2,108,2
N20003742,NI data zone,9,119,91,4,32,0,117,2
N20003743,NI data zone,24,285,119,19,57,8,179,18
N20003744,NI data zone,31,148,57,15,30,0,107,12
