dz_2021_code,type,hours_15_or_less_worked_per_week,hours_16_30_worked_per_week,hours_31_48_worked_per_week,hours_49_worked_per_week,not_applicable
N20003530,NI data zone,14,45,129,12,159
N20003531,NI data zone,13,17,63,4,328
N20003532,NI data zone,15,56,94,8,381
N20003533,NI data zone,17,51,106,8,364
N20003534,NI data zone,12,54,93,14,260
N20003535,NI data zone,27,54,140,31,300
N20003536,NI data zone,42,77,216,19,351
N20003537,NI data zone,34,47,133,46,335
N20003538,NI data zone,23,48,117,49,350
N20003539,NI data zone,15,26,94,18,195
N20003540,NI data zone,11,15,99,12,227
N20003541,NI data zone,13,23,65,7,228
N20003542,NI data zone,21,29,90,19,264
N20003543,NI data zone,9,23,64,7,240
N20003544,NI data zone,15,26,95,29,189
N20003545,NI data zone,26,41,159,40,343
N20003546,NI data zone,38,44,128,26,403
N20003547,NI data zone,41,52,158,35,391
N20003548,NI data zone,36,57,131,59,390
N20003549,NI data zone,37,38,112,50,392
N20003550,NI data zone,38,48,135,32,347
N20003551,NI data zone,21,42,112,13,239
N20003552,NI data zone,16,25,70,9,216
N20003553,NI data zone,45,62,215,30,463
N20003554,NI data zone,76,132,434,52,507
N20003555,NI data zone,25,38,98,35,281
N20003556,NI data zone,20,48,180,19,214
N20003557,NI data zone,12,26,147,16,88
N20003558,NI data zone,16,31,113,13,225
N20003559,NI data zone,14,40,125,42,240
N20003560,NI data zone,13,22,86,21,238
N20003561,NI data zone,34,43,183,25,195
N20003562,NI data zone,43,82,230,37,364
N20003563,NI data zone,10,16,60,9,201
N20003564,NI data zone,19,40,124,20,178
N20003565,NI data zone,23,48,98,20,234
N20003566,NI data zone,27,37,108,18,172
N20003567,NI data zone,27,41,152,26,306
N20003568,NI data zone,36,60,191,23,336
N20003569,NI data zone,38,84,186,73,509
N20003570,NI data zone,16,26,49,4,184
N20003571,NI data zone,18,41,111,16,306
N20003572,NI data zone,19,49,128,16,299
N20003573,NI data zone,23,61,139,6,298
N20003574,NI data zone,22,37,91,9,267
N20003575,NI data zone,22,37,90,37,196
N20003576,NI data zone,29,47,153,44,279
N20003577,NI data zone,14,51,111,12,216
N20003578,NI data zone,46,54,126,41,382
N20003579,NI data zone,12,30,68,16,204
N20003580,NI data zone,19,37,128,13,307
N20003581,NI data zone,44,58,168,30,417
N20003582,NI data zone,12,37,108,10,269
N20003583,NI data zone,19,33,92,10,245
N20003584,NI data zone,16,45,110,20,322
N20003585,NI data zone,18,35,119,15,257
N20003586,NI data zone,33,57,171,21,362
N20003587,NI data zone,15,46,88,16,230
N20003588,NI data zone,14,40,85,9,242
N20003589,NI data zone,21,47,116,7,297
N20003590,NI data zone,9,37,122,9,134
N20003591,NI data zone,16,18,56,11,162
N20003592,NI data zone,23,47,136,17,205
N20003593,NI data zone,14,21,65,9,185
N20003594,NI data zone,21,60,156,14,271
N20003595,NI data zone,22,40,158,19,314
N20003596,NI data zone,18,46,132,11,225
N20003597,NI data zone,15,28,108,17,158
N20003598,NI data zone,16,28,91,9,199
N20003599,NI data zone,31,51,169,17,247
N20003600,NI data zone,24,45,133,13,198
N20003601,NI data zone,7,46,102,10,149
N20003602,NI data zone,16,28,138,13,235
N20003603,NI data zone,20,53,172,11,234
N20003604,NI data zone,11,30,72,12,186
N20003605,NI data zone,33,76,190,20,424
N20003606,NI data zone,14,25,51,11,155
N20003607,NI data zone,17,51,102,10,241
N20003608,NI data zone,13,17,53,5,156
N20003609,NI data zone,25,58,68,3,337
N20003610,NI data zone,8,23,72,1,150
N20003611,NI data zone,24,46,138,11,222
N20003612,NI data zone,16,43,83,12,204
N20003613,NI data zone,14,56,112,16,205
N20003614,NI data zone,28,48,123,12,251
N20003615,NI data zone,17,61,152,14,405
N20003616,NI data zone,23,61,106,12,411
N20003617,NI data zone,18,44,84,7,275
N20003618,NI data zone,10,46,103,11,264
N20003619,NI data zone,30,75,295,29,306
N20003620,NI data zone,38,87,231,28,338
N20003621,NI data zone,19,31,90,24,269
N20003622,NI data zone,19,54,119,26,263
N20003623,NI data zone,31,66,152,40,256
N20003624,NI data zone,43,58,167,26,307
N20003625,NI data zone,24,42,117,23,311
N20003626,NI data zone,26,41,88,29,336
N20003627,NI data zone,16,43,109,16,251
N20003628,NI data zone,20,41,135,35,279
N20003629,NI data zone,30,36,141,23,271
N20003630,NI data zone,31,46,99,29,300
N20003631,NI data zone,32,46,105,14,187
N20003632,NI data zone,30,58,213,21,253
N20003633,NI data zone,3,2,11,0,164
N20003634,NI data zone,19,50,95,27,242
N20003635,NI data zone,20,46,126,14,258
N20003636,NI data zone,17,30,101,7,122
N20003637,NI data zone,25,33,130,14,274
N20003638,NI data zone,20,56,122,22,251
N20003639,NI data zone,32,41,92,14,270
N20003640,NI data zone,14,33,104,10,155
N20003641,NI data zone,16,22,95,9,140
N20003642,NI data zone,16,32,128,3,171
N20003643,NI data zone,7,14,50,6,253
N20003644,NI data zone,20,34,103,15,322
N20003645,NI data zone,36,63,189,20,301
N20003646,NI data zone,11,35,103,12,297
N20003647,NI data zone,25,53,125,14,363
N20003648,NI data zone,14,25,80,8,291
N20003649,NI data zone,32,62,185,15,261
N20003650,NI data zone,45,70,180,23,474
N20003651,NI data zone,11,54,89,11,293
N20003652,NI data zone,28,50,179,21,308
N20003653,NI data zone,19,42,95,9,248
N20003654,NI data zone,15,40,81,7,281
N20003655,NI data zone,31,38,183,23,249
N20003656,NI data zone,14,62,93,11,259
N20003657,NI data zone,9,31,95,10,208
N20003658,NI data zone,14,40,73,8,239
N20003659,NI data zone,26,51,104,4,325
N20003660,NI data zone,21,45,64,4,271
N20003661,NI data zone,17,46,99,16,237
N20003662,NI data zone,17,25,57,4,260
N20003663,NI data zone,19,43,85,8,292
N20003664,NI data zone,22,68,155,19,275
N20003665,NI data zone,9,19,60,5,137
N20003666,NI data zone,17,36,54,2,350
N20003667,NI data zone,21,72,207,13,235
N20003668,NI data zone,20,44,126,12,284
N20003669,NI data zone,32,79,175,18,321
N20003670,NI data zone,15,31,145,13,155
N20003671,NI data zone,21,28,145,17,168
N20003672,NI data zone,12,38,105,15,166
N20003673,NI data zone,27,79,277,30,307
N20003674,NI data zone,23,36,119,11,163
N20003675,NI data zone,14,40,185,23,174
N20003676,NI data zone,19,67,205,23,259
N20003677,NI data zone,17,52,69,7,294
N20003678,NI data zone,23,34,184,18,247
N20003679,NI data zone,11,12,16,4,227
N20003680,NI data zone,20,41,87,20,317
N20003681,NI data zone,21,36,80,12,213
N20003682,NI data zone,10,29,72,5,257
N20003683,NI data zone,16,26,78,6,182
N20003684,NI data zone,19,38,86,23,350
N20003685,NI data zone,29,47,82,34,286
N20003686,NI data zone,18,38,92,8,186
N20003687,NI data zone,19,37,93,18,231
N20003688,NI data zone,27,32,72,23,208
N20003689,NI data zone,20,39,95,16,207
N20003690,NI data zone,12,34,82,4,203
N20003691,NI data zone,19,47,96,15,256
N20003692,NI data zone,7,11,24,4,143
N20003693,NI data zone,27,41,69,29,293
N20003694,NI data zone,16,51,109,9,274
N20003695,NI data zone,30,56,145,12,288
N20003696,NI data zone,24,45,119,16,365
N20003697,NI data zone,38,49,143,18,312
N20003698,NI data zone,32,58,175,25,318
N20003699,NI data zone,18,51,133,9,254
N20003700,NI data zone,37,51,230,29,275
N20003701,NI data zone,28,45,159,18,296
N20003702,NI data zone,17,25,74,11,196
N20003703,NI data zone,16,47,118,13,200
N20003704,NI data zone,35,32,111,20,322
N20003705,NI data zone,23,43,148,15,232
N20003706,NI data zone,13,40,115,16,227
N20003707,NI data zone,12,35,120,12,196
N20003708,NI data zone,37,79,231,14,308
N20003709,NI data zone,30,75,187,34,279
N20003710,NI data zone,14,26,71,8,108
N20003711,NI data zone,6,16,48,10,149
N20003712,NI data zone,41,57,188,12,333
N20003713,NI data zone,10,25,71,11,158
N20003714,NI data zone,50,65,224,32,305
N20003715,NI data zone,9,25,54,8,173
N20003716,NI data zone,33,61,172,23,297
N20003717,NI data zone,26,44,135,42,218
N20003718,NI data zone,18,42,110,10,256
N20003719,NI data zone,45,98,221,36,334
N20003720,NI data zone,14,41,77,6,329
N20003721,NI data zone,19,43,109,30,217
N20003722,NI data zone,17,40,98,14,267
N20003723,NI data zone,8,25,76,12,231
N20003724,NI data zone,22,26,77,8,182
N20003725,NI data zone,32,57,140,19,343
N20003726,NI data zone,24,29,79,16,176
N20003727,NI data zone,21,46,78,12,184
N20003728,NI data zone,33,61,205,19,342
N20003729,NI data zone,42,63,189,30,295
N20003730,NI data zone,16,44,104,21,248
N20003731,NI data zone,23,38,84,39,206
N20003732,NI data zone,17,41,93,11,327
N20003733,NI data zone,24,50,120,20,278
N20003734,NI data zone,30,70,218,21,355
N20003735,NI data zone,17,53,104,3,370
N20003736,NI data zone,27,24,89,14,174
N20003737,NI data zone,26,31,83,20,223
N20003738,NI data zone,31,58,192,13,337
N20003739,NI data zone,28,85,292,33,340
N20003740,NI data zone,29,51,126,42,237
N20003741,NI data zone,36,42,92,26,240
N20003742,NI data zone,20,41,91,9,212
N20003743,NI data zone,38,70,173,67,361
N20003744,NI data zone,21,52,93,18,217
N20003745,NI data zone,24,51,107,22,235
N20003746,NI data zone,24,57,129,32,229
N20003747,NI data zone,26,42,100,45,273
N20003748,NI data zone,14,35,94,14,228
N20003749,NI data zone,14,35,96,16,199
N20003750,NI data zone,19,43,99,12,271
N20003751,NI data zone,21,31,76,17,240
N20003752,NI data zone,13,40,93,15,216
N20003753,NI data zone,17,49,108,9,251
N20003754,NI data zone,22,46,104,20,297
N20003755,NI data zone,29,49,100,52,250
N20003756,NI data zone,24,42,109,35,334
N20003757,NI data zone,20,39,152,20,430
N20003758,NI data zone,29,71,185,17,448
N20003759,NI data zone,15,33,105,19,237
N20003760,NI data zone,23,42,136,13,228
N20003761,NI data zone,29,61,157,45,342
N20003762,NI data zone,14,37,97,15,208
N20003763,NI data zone,27,44,133,38,259
N20003764,NI data zone,16,40,92,15,205
N20003765,NI data zone,11,32,81,16,219
N20003766,NI data zone,30,90,157,34,405
N20003767,NI data zone,22,42,96,28,180
N20003768,NI data zone,17,46,84,23,296
N20003769,NI data zone,26,39,146,17,247
N20003770,NI data zone,14,29,95,15,223
N20003771,NI data zone,31,82,220,49,347
N20003772,NI data zone,28,39,128,18,295
N20003773,NI data zone,37,51,204,37,401
N20003774,NI data zone,27,43,125,21,205
N20003775,NI data zone,19,48,133,21,378
N20003776,NI data zone,18,33,161,15,220
N20003777,NI data zone,17,30,100,5,296
N20003778,NI data zone,21,49,112,11,237
N20003779,NI data zone,11,32,96,19,289
N20003780,NI data zone,24,40,99,44,240
