dz_2021_code,type,deprived_in_0_dimensions,deprived_in_1_dimension,deprived_in_2_dimensions,deprived_in_3_dimensions,deprived_in_4_dimensions
N20001255,NI data zone,44,74,86,55,2
N20001256,NI data zone,35,57,53,35,0
N20001257,NI data zone,33,60,64,46,5
N20001258,NI data zone,162,118,49,4,0
N20001259,NI data zone,95,87,60,22,4
N20001260,NI data zone,104,54,17,3,0
N20001261,NI data zone,40,77,110,72,3
N20001262,NI data zone,45,56,50,33,3
N20001263,NI data zone,27,61,62,55,2
N20001264,NI data zone,153,88,31,3,1
N20001265,NI data zone,89,67,35,8,1
N20001266,NI data zone,30,57,79,46,5
N20001268,NI data zone,30,56,69,43,6
N20001269,NI data zone,22,45,75,64,24
N20001270,NI data zone,31,43,41,40,18
N20001271,NI data zone,93,55,21,1,0
N20001272,NI data zone,25,70,89,47,4
N20001274,NI data zone,48,47,52,32,3
N20001275,NI data zone,108,55,13,1,0
N20001276,NI data zone,30,51,74,51,10
N20001277,NI data zone,63,74,64,40,5
N20001278,NI data zone,106,50,28,5,0
N20001280,NI data zone,74,57,33,7,0
N20001281,NI data zone,86,47,15,2,0
N20001282,NI data zone,68,48,37,13,0
N20001283,NI data zone,33,38,50,31,8
N20001284,NI data zone,115,64,26,6,0
N20001285,NI data zone,48,50,40,27,3
N20001286,NI data zone,20,43,31,20,1
N20001287,NI data zone,33,53,58,27,1
N20001288,NI data zone,46,56,65,48,3
N20001289,NI data zone,63,64,41,17,0
N20001290,NI data zone,155,126,66,14,0
N20001291,NI data zone,85,58,28,11,1
N20001292,NI data zone,119,70,47,14,1
N20001293,NI data zone,30,47,48,29,1
N20001294,NI data zone,49,36,14,2,1
N20001295,NI data zone,26,43,43,37,10
N20001296,NI data zone,68,54,36,8,6
N20001304,NI data zone,31,58,55,66,15
N20001307,NI data zone,58,86,69,25,0
N20001311,NI data zone,48,66,36,29,0
N20001312,NI data zone,52,49,56,19,3
N20001315,NI data zone,64,61,56,17,0
N20001316,NI data zone,51,41,43,24,2
N20001318,NI data zone,71,67,52,12,1
N20001319,NI data zone,46,52,36,24,2
N20001321,NI data zone,66,77,62,29,5
N20001322,NI data zone,59,68,46,29,3
N20001324,NI data zone,54,52,61,44,4
N20001330,NI data zone,70,51,37,9,0
N20001333,NI data zone,67,52,48,14,0
N20001334,NI data zone,104,92,61,18,0
N20001336,NI data zone,32,38,38,39,8
N20001337,NI data zone,50,59,45,20,6
N20001340,NI data zone,51,74,45,7,1
N20001342,NI data zone,54,67,68,28,1
N20001345,NI data zone,63,55,47,26,0
N20001347,NI data zone,19,53,71,51,7
N20001350,NI data zone,70,61,43,8,0
N20001352,NI data zone,50,53,77,30,1
N20001354,NI data zone,54,63,56,34,14
N20001355,NI data zone,60,66,55,32,3
N20001357,NI data zone,55,52,47,25,5
N20001361,NI data zone,97,65,47,8,2
N20001364,NI data zone,74,74,61,33,3
N20001366,NI data zone,46,61,56,15,0
N20001367,NI data zone,61,55,40,9,1
N20001368,NI data zone,39,38,25,8,0
N20001389,NI data zone,40,78,72,53,5
N20001396,NI data zone,26,59,72,44,1
N20001398,NI data zone,44,49,66,38,8
N20001406,NI data zone,22,47,59,49,6
N20001409,NI data zone,25,21,34,30,2
N20001410,NI data zone,16,51,61,25,7
N20001412,NI data zone,23,37,42,33,2
N20001414,NI data zone,26,46,65,29,1
N20001415,NI data zone,19,35,55,41,10
N20001418,NI data zone,74,76,60,27,2
N20001421,NI data zone,21,39,63,38,0
N20001423,NI data zone,11,34,41,41,20
N20001425,NI data zone,62,56,16,8,1
N20001426,NI data zone,24,52,49,34,2
N20001429,NI data zone,39,60,72,45,5
N20001430,NI data zone,33,36,42,31,10
N20001431,NI data zone,17,42,49,41,20
N20001432,NI data zone,23,39,44,24,2
N20001433,NI data zone,26,41,61,56,4
N20001434,NI data zone,27,54,53,42,18
N20001435,NI data zone,27,41,46,29,4
N20001437,NI data zone,26,60,63,36,10
N20001438,NI data zone,28,37,40,44,3
N20001439,NI data zone,92,82,53,29,2
N20001440,NI data zone,31,46,59,39,7
N20001441,NI data zone,65,91,48,25,2
N20001442,NI data zone,45,58,55,27,2
N20001443,NI data zone,44,43,57,30,3
N20001444,NI data zone,37,68,92,53,19
N20001445,NI data zone,43,56,46,30,0
N20002252,NI data zone,98,77,66,30,4
N20002253,NI data zone,74,54,23,6,1
N20002254,NI data zone,112,82,32,4,0
N20002255,NI data zone,42,44,32,14,2
N20002256,NI data zone,99,66,28,6,0
N20002257,NI data zone,154,64,34,10,1
N20002258,NI data zone,98,81,52,18,1
N20002259,NI data zone,89,68,20,0,0
N20002260,NI data zone,115,71,26,10,2
N20002261,NI data zone,95,50,16,2,0
N20002262,NI data zone,110,61,29,1,0
N20002263,NI data zone,134,53,28,12,1
N20002264,NI data zone,91,82,36,3,0
N20002265,NI data zone,56,39,37,9,0
N20002266,NI data zone,114,64,12,1,0
N20002267,NI data zone,47,63,40,13,1
N20002268,NI data zone,178,143,55,5,0
N20002269,NI data zone,158,81,53,14,1
N20002270,NI data zone,62,36,16,14,2
N20002271,NI data zone,124,33,5,1,0
N20002272,NI data zone,172,51,14,2,0
N20002273,NI data zone,112,66,14,2,0
N20002274,NI data zone,120,78,20,3,0
N20002275,NI data zone,162,43,9,0,0
N20002276,NI data zone,82,55,36,5,1
N20002277,NI data zone,131,69,27,11,0
N20002278,NI data zone,88,49,24,9,0
N20002279,NI data zone,65,56,13,3,0
N20002280,NI data zone,103,59,11,1,0
N20002281,NI data zone,184,75,23,2,0
N20002282,NI data zone,82,71,42,12,2
N20002283,NI data zone,61,44,27,3,1
N20002284,NI data zone,155,93,37,1,1
N20002285,NI data zone,113,71,27,3,0
N20002286,NI data zone,61,45,29,2,0
N20002305,NI data zone,163,26,9,1,0
N20002307,NI data zone,74,38,8,2,0
N20002326,NI data zone,95,70,25,2,1
N20002330,NI data zone,110,85,33,6,0
N20002331,NI data zone,26,45,36,13,0
N20002333,NI data zone,73,50,13,2,0
N20002337,NI data zone,94,60,30,5,0
N20002338,NI data zone,46,55,12,3,0
N20002339,NI data zone,80,70,19,6,0
N20002340,NI data zone,26,38,43,15,1
N20002343,NI data zone,63,59,25,2,0
N20002345,NI data zone,40,49,48,37,7
N20002346,NI data zone,58,59,27,4,0
N20002347,NI data zone,61,82,67,23,2
N20002348,NI data zone,75,53,39,8,2
N20002350,NI data zone,91,88,31,5,0
N20002352,NI data zone,65,97,83,9,1
N20002353,NI data zone,145,68,34,12,0
N20002354,NI data zone,41,51,38,20,7
N20002355,NI data zone,60,71,58,17,0
N20002356,NI data zone,76,75,56,18,1
N20002357,NI data zone,67,57,26,12,1
N20002358,NI data zone,114,34,12,0,0
N20002359,NI data zone,27,26,37,18,2
N20002360,NI data zone,90,67,28,5,0
N20002361,NI data zone,41,53,42,13,1
N20002362,NI data zone,73,102,73,35,7
N20002363,NI data zone,70,85,65,17,0
N20002365,NI data zone,25,48,34,22,4
N20002366,NI data zone,87,81,42,14,2
N20002367,NI data zone,61,62,49,13,6
N20002368,NI data zone,51,61,70,44,10
N20002369,NI data zone,69,57,22,7,1
N20002370,NI data zone,43,73,47,11,0
N20002371,NI data zone,30,69,61,40,8
N20002372,NI data zone,125,82,42,3,0
N20002373,NI data zone,79,88,101,68,16
N20002374,NI data zone,59,76,55,39,5
N20002375,NI data zone,52,43,42,14,0
N20002376,NI data zone,36,47,56,31,3
N20002377,NI data zone,141,79,21,16,0
N20002378,NI data zone,72,61,27,2,0
N20002379,NI data zone,94,113,93,39,23
N20002380,NI data zone,49,75,56,27,2
N20002381,NI data zone,80,59,32,13,2
N20002382,NI data zone,78,102,53,26,2
N20002383,NI data zone,101,88,80,43,1
N20002384,NI data zone,61,68,57,12,2
N20002385,NI data zone,139,81,26,1,0
N20002386,NI data zone,110,94,46,17,0
N20002387,NI data zone,141,71,59,14,3
N20002388,NI data zone,43,88,80,25,2
N20002389,NI data zone,131,57,28,2,0
N20002390,NI data zone,108,93,38,7,0
N20002391,NI data zone,53,37,13,4,0
N20002392,NI data zone,208,60,11,3,0
N20002393,NI data zone,109,84,38,3,0
N20002394,NI data zone,76,60,64,28,4
N20002395,NI data zone,135,27,5,0,0
N20002396,NI data zone,79,60,20,1,0
N20002397,NI data zone,104,81,39,12,1
N20002398,NI data zone,88,41,29,6,0
N20002399,NI data zone,149,96,17,1,0
N20002400,NI data zone,42,37,26,4,0
N20002401,NI data zone,79,41,26,11,1
N20002402,NI data zone,84,50,37,8,0
N20002403,NI data zone,111,71,17,4,1
N20002404,NI data zone,130,74,26,4,0
N20002405,NI data zone,84,74,40,2,0
N20002406,NI data zone,125,71,22,0,0
N20002407,NI data zone,32,38,30,8,0
N20002408,NI data zone,106,97,37,3,0
N20002409,NI data zone,51,66,56,20,3
N20002410,NI data zone,85,68,17,0,0
N20002411,NI data zone,133,73,47,27,2
N20002412,NI data zone,90,52,26,9,2
N20002413,NI data zone,61,52,21,2,0
N20002414,NI data zone,96,88,46,14,3
N20002415,NI data zone,47,81,56,8,1
N20002416,NI data zone,81,74,27,5,0
N20002417,NI data zone,100,69,11,1,0
N20002418,NI data zone,69,81,38,16,1
N20002419,NI data zone,59,56,22,3,1
N20002420,NI data zone,66,80,61,23,5
N20002421,NI data zone,38,78,56,28,0
N20002422,NI data zone,49,57,40,15,4
N20002423,NI data zone,56,69,60,34,5
N20002424,NI data zone,131,64,17,1,0
N20002425,NI data zone,137,69,15,9,3
N20002426,NI data zone,125,52,8,1,0
N20002427,NI data zone,111,66,33,8,0
N20002428,NI data zone,33,41,22,6,0
N20002429,NI data zone,53,79,52,15,1
N20002430,NI data zone,81,54,24,1,0
N20002431,NI data zone,42,68,46,10,1
N20002432,NI data zone,56,73,98,46,0
N20002433,NI data zone,87,42,14,1,0
N20002434,NI data zone,40,41,20,13,5
N20002435,NI data zone,162,86,38,6,0
N20002436,NI data zone,117,57,15,4,0
N20002437,NI data zone,166,71,20,1,0
N20002438,NI data zone,88,64,31,2,0
N20002439,NI data zone,150,92,30,5,0
N20002440,NI data zone,118,81,41,17,2
N20002441,NI data zone,160,61,14,4,0
N20002442,NI data zone,104,59,23,5,0
N20002443,NI data zone,102,42,16,0,0
N20002444,NI data zone,115,63,20,2,1
N20002445,NI data zone,110,81,21,1,1
N20002446,NI data zone,109,70,42,3,0
N20002447,NI data zone,125,60,32,5,0
N20002448,NI data zone,102,59,35,4,0
N20002449,NI data zone,114,70,20,5,0
N20002450,NI data zone,97,65,19,3,0
N20002451,NI data zone,96,82,40,9,1
N20002452,NI data zone,90,65,24,2,0
N20002453,NI data zone,78,64,25,3,0
N20002454,NI data zone,117,69,40,14,2
N20002455,NI data zone,63,49,27,9,0
N20002456,NI data zone,153,80,46,6,0
N20002457,NI data zone,138,64,28,3,0
N20002458,NI data zone,136,63,15,1,0
N20002459,NI data zone,102,78,34,3,0
N20002460,NI data zone,69,32,22,6,0
N20002461,NI data zone,199,113,40,8,1
N20002462,NI data zone,89,62,43,12,1
N20002463,NI data zone,102,66,17,4,0
N20002464,NI data zone,91,73,19,5,0
N20002465,NI data zone,100,55,14,5,0
N20002466,NI data zone,49,40,14,4,0
N20002467,NI data zone,153,88,26,1,0
N20002468,NI data zone,126,81,23,8,0
N20002469,NI data zone,74,49,14,1,0
N20002470,NI data zone,156,77,24,2,0
N20002471,NI data zone,102,67,19,2,2
N20002472,NI data zone,89,62,25,3,0
N20002473,NI data zone,79,79,28,7,0
N20002474,NI data zone,186,68,13,3,0
N20002475,NI data zone,109,75,19,2,0
N20002476,NI data zone,174,70,12,1,0
N20002477,NI data zone,119,67,11,2,0
N20002478,NI data zone,162,70,15,0,0
N20002479,NI data zone,63,51,16,0,0
N20002480,NI data zone,162,31,8,0,0
N20002481,NI data zone,109,84,52,21,1
N20002482,NI data zone,166,49,12,0,0
N20002483,NI data zone,182,72,30,3,0
N20002484,NI data zone,132,82,41,20,0
N20002485,NI data zone,77,59,21,3,0
N20002486,NI data zone,46,44,18,4,0
N20002487,NI data zone,142,72,23,3,0
N20002488,NI data zone,141,56,20,3,0
N20002489,NI data zone,69,44,27,2,0
N20002490,NI data zone,109,93,46,5,0
N20002491,NI data zone,122,73,33,3,1
N20002492,NI data zone,53,44,36,21,1
N20002493,NI data zone,31,46,44,35,1
N20002494,NI data zone,115,54,17,1,0
N20002495,NI data zone,146,65,18,4,0
N20002496,NI data zone,145,88,33,5,1
N20002497,NI data zone,104,63,23,5,0
N20002498,NI data zone,69,51,22,3,0
N20002499,NI data zone,128,77,31,2,0
N20002500,NI data zone,158,106,35,5,0
N20002501,NI data zone,95,73,21,8,0
N20002502,NI data zone,79,58,33,0,0
N20002503,NI data zone,125,74,25,3,0
N20002504,NI data zone,59,46,21,9,2
N20002505,NI data zone,120,36,5,0,0
N20002506,NI data zone,57,50,30,5,0
N20002507,NI data zone,29,33,35,25,3
N20002508,NI data zone,101,97,56,22,4
N20002509,NI data zone,170,44,9,0,0
N20002510,NI data zone,59,62,51,14,0
N20002511,NI data zone,60,75,59,29,6
N20002512,NI data zone,61,85,67,21,3
N20002513,NI data zone,45,73,37,13,3
N20002514,NI data zone,85,92,54,20,0
N20002515,NI data zone,103,71,29,1,0
N20002516,NI data zone,124,97,35,6,0
N20002517,NI data zone,36,47,29,8,3
N20002518,NI data zone,115,53,13,4,0
N20002519,NI data zone,77,25,22,1,0
N20002520,NI data zone,80,68,32,5,0
N20002521,NI data zone,57,109,47,27,2
N20002522,NI data zone,49,67,45,18,2
N20002523,NI data zone,41,59,42,33,5
N20002524,NI data zone,112,81,40,12,0
N20002525,NI data zone,73,56,40,9,3
N20002526,NI data zone,178,44,11,2,0
N20002527,NI data zone,70,86,61,46,10
N20002528,NI data zone,106,32,1,0,0
N20002529,NI data zone,40,48,55,23,6
N20002530,NI data zone,60,66,64,29,1
N20002531,NI data zone,78,69,30,1,0
N20002532,NI data zone,111,57,27,2,0
N20002533,NI data zone,30,42,49,16,1
N20002534,NI data zone,88,78,38,16,4
N20002535,NI data zone,68,46,15,0,0
N20002536,NI data zone,127,77,38,3,0
N20002537,NI data zone,56,65,29,4,0
N20002538,NI data zone,144,21,12,1,0
N20002539,NI data zone,127,38,5,1,1
N20002540,NI data zone,81,62,23,6,0
N20002541,NI data zone,83,66,21,7,0
N20002542,NI data zone,71,72,23,1,0
N20002543,NI data zone,47,33,33,8,0
N20002544,NI data zone,67,48,46,13,4
N20002545,NI data zone,105,73,37,5,0
N20002546,NI data zone,141,75,25,2,0
N20002547,NI data zone,86,75,32,4,0
N20003208,NI data zone,69,55,19,4,0
N20003209,NI data zone,89,70,27,1,1
N20003210,NI data zone,71,56,28,9,0
N20003211,NI data zone,85,57,35,7,1
N20003213,NI data zone,137,76,59,8,0
N20003214,NI data zone,136,80,57,14,0
N20003215,NI data zone,97,79,43,23,3
N20003216,NI data zone,100,72,36,9,0
N20003217,NI data zone,80,64,44,17,1
N20003218,NI data zone,114,57,29,8,0
N20003219,NI data zone,72,41,36,7,0
N20003220,NI data zone,97,71,39,13,2
N20003221,NI data zone,133,102,42,19,1
N20003222,NI data zone,91,51,23,6,1
N20003223,NI data zone,92,51,23,7,0
N20003225,NI data zone,97,75,45,7,0
N20003226,NI data zone,110,76,48,10,1
N20003227,NI data zone,135,53,38,5,1
N20003229,NI data zone,86,60,27,4,0
N20003230,NI data zone,111,61,41,12,0
N20003231,NI data zone,100,77,39,14,2
N20003232,NI data zone,54,38,21,10,1
N20003234,NI data zone,126,52,29,5,0
N20003235,NI data zone,98,75,33,4,0
N20003236,NI data zone,123,79,46,5,0
N20003237,NI data zone,101,75,22,1,0
N20003238,NI data zone,98,60,25,8,0
N20003239,NI data zone,96,73,50,14,0
N20003240,NI data zone,144,89,28,4,0
N20003241,NI data zone,113,64,49,17,0
N20003242,NI data zone,84,67,53,19,2
N20003243,NI data zone,73,81,42,17,1
N20003244,NI data zone,72,68,59,27,3
N20003245,NI data zone,14,28,51,24,1
N20003246,NI data zone,57,65,53,12,1
N20003247,NI data zone,32,41,18,4,0
N20003248,NI data zone,54,60,68,30,2
N20003249,NI data zone,26,42,40,26,3
N20003250,NI data zone,104,80,25,13,0
N20003251,NI data zone,24,23,42,27,11
N20003252,NI data zone,66,61,47,12,1
N20003253,NI data zone,86,80,35,14,3
N20003254,NI data zone,71,60,53,21,1
N20003255,NI data zone,76,77,47,13,2
N20003256,NI data zone,102,56,24,8,0
N20003257,NI data zone,121,92,43,5,0
N20003258,NI data zone,55,46,35,11,1
N20003259,NI data zone,64,85,32,9,0
N20003260,NI data zone,98,53,37,8,0
N20003261,NI data zone,89,76,47,6,0
N20003262,NI data zone,90,82,42,19,1
N20003263,NI data zone,42,68,68,27,1
N20003264,NI data zone,93,50,25,2,0
N20003265,NI data zone,39,60,70,33,1
N20003266,NI data zone,95,100,66,18,2
N20003267,NI data zone,44,55,61,19,4
N20003268,NI data zone,135,70,20,4,0
N20003269,NI data zone,51,65,68,29,5
N20003270,NI data zone,96,93,36,6,0
N20003271,NI data zone,65,81,51,27,2
N20003272,NI data zone,99,66,42,5,0
N20003273,NI data zone,139,75,29,4,2
N20003274,NI data zone,135,93,38,8,2
N20003275,NI data zone,81,62,25,5,0
N20003276,NI data zone,90,69,44,9,0
N20003277,NI data zone,83,71,32,4,0
N20003278,NI data zone,65,80,69,30,5
N20003279,NI data zone,60,76,41,13,1
N20003280,NI data zone,57,54,34,9,0
N20003281,NI data zone,89,78,52,9,2
N20003282,NI data zone,99,90,47,12,0
N20003283,NI data zone,77,54,47,17,1
N20003284,NI data zone,75,66,69,20,7
N20003285,NI data zone,66,50,44,10,0
N20003286,NI data zone,85,46,38,10,0
N20003287,NI data zone,99,71,42,8,3
N20003288,NI data zone,103,71,35,10,0
N20003289,NI data zone,81,63,49,12,0
N20003290,NI data zone,79,70,39,11,0
N20003291,NI data zone,87,65,37,8,0
N20003292,NI data zone,111,85,46,9,0
N20003293,NI data zone,133,68,45,13,1
N20003294,NI data zone,85,50,41,9,0
N20003295,NI data zone,93,75,33,6,0
N20003296,NI data zone,61,46,37,12,2
N20003297,NI data zone,123,72,42,8,0
N20003298,NI data zone,69,65,32,7,1
N20003299,NI data zone,87,91,51,16,0
N20003300,NI data zone,109,102,43,13,1
N20003301,NI data zone,73,74,88,34,5
N20003302,NI data zone,56,70,94,47,5
N20003303,NI data zone,40,52,56,25,8
N20003304,NI data zone,81,110,78,44,6
N20003305,NI data zone,37,50,51,12,3
N20003306,NI data zone,74,64,55,13,0
N20003307,NI data zone,52,64,39,5,0
N20003308,NI data zone,88,58,32,14,2
N20003309,NI data zone,87,60,37,8,0
N20003310,NI data zone,92,57,43,6,0
N20003311,NI data zone,112,88,37,7,0
N20003312,NI data zone,77,56,21,1,2
N20003313,NI data zone,100,70,29,4,0
N20003314,NI data zone,73,49,13,2,0
N20003315,NI data zone,114,70,49,17,1
N20003316,NI data zone,70,49,10,3,0
N20003317,NI data zone,134,105,48,9,0
N20003318,NI data zone,93,85,78,22,5
N20003319,NI data zone,155,112,40,8,0
N20003320,NI data zone,64,63,25,6,0
N20003321,NI data zone,113,85,39,8,0
N20003322,NI data zone,66,61,26,6,0
N20003323,NI data zone,71,59,31,11,0
N20003324,NI data zone,124,107,48,13,1
N20003325,NI data zone,67,52,26,4,1
N20003326,NI data zone,72,77,33,13,0
N20003327,NI data zone,104,72,42,10,1
N20003328,NI data zone,119,92,53,8,1
N20003329,NI data zone,104,48,39,19,0
N20003330,NI data zone,92,83,39,12,1
N20003331,NI data zone,101,65,40,10,1
N20003332,NI data zone,90,56,27,6,0
N20003333,NI data zone,65,58,36,9,1
N20003334,NI data zone,76,33,15,4,0
N20003335,NI data zone,104,112,74,20,5
N20003336,NI data zone,113,89,48,18,1
N20003337,NI data zone,96,76,46,7,0
N20003338,NI data zone,141,74,39,9,2
N20003339,NI data zone,32,59,60,14,4
N20003340,NI data zone,121,77,42,19,4
N20003341,NI data zone,111,83,65,27,3
N20003342,NI data zone,111,86,41,37,2
N20003343,NI data zone,74,66,47,26,11
N20003344,NI data zone,77,49,21,9,0
N20003345,NI data zone,70,52,29,14,2
N20003346,NI data zone,42,34,42,20,1
N20003347,NI data zone,88,63,36,4,0
N20003348,NI data zone,98,47,15,4,0
N20003349,NI data zone,194,102,32,5,0
N20003350,NI data zone,109,88,59,8,1
N20003351,NI data zone,82,51,17,1,0
N20003352,NI data zone,101,67,23,6,0
N20003353,NI data zone,79,70,32,18,1
N20003354,NI data zone,93,61,23,3,0
N20003355,NI data zone,140,62,16,3,0
N20003356,NI data zone,95,62,16,3,0
N20003357,NI data zone,102,65,28,10,0
N20003358,NI data zone,137,73,45,9,0
N20003359,NI data zone,108,74,25,7,0
N20003360,NI data zone,73,44,19,2,0
N20003361,NI data zone,77,56,25,4,0
N20003362,NI data zone,70,55,20,9,0
N20003363,NI data zone,70,52,22,5,0
N20003364,NI data zone,41,46,43,22,8
N20003365,NI data zone,101,63,35,12,1
N20003366,NI data zone,105,71,31,3,0
N20003367,NI data zone,47,44,18,4,0
N20003368,NI data zone,62,60,52,16,3
N20003369,NI data zone,57,68,71,41,5
N20003370,NI data zone,132,79,28,5,0
N20003371,NI data zone,104,102,41,7,0
N20003372,NI data zone,41,44,42,12,2
N20003373,NI data zone,115,59,21,1,0
N20003374,NI data zone,51,57,42,12,2
N20003375,NI data zone,77,76,45,13,3
N20003376,NI data zone,59,51,38,9,3
N20003377,NI data zone,59,51,48,15,2
N20003378,NI data zone,63,65,68,30,4
N20003379,NI data zone,50,55,58,30,5
N20003380,NI data zone,67,78,76,37,10
N20003381,NI data zone,81,67,43,8,0
N20003382,NI data zone,56,53,43,9,0
N20003383,NI data zone,88,61,37,7,1
N20003384,NI data zone,83,85,45,18,2
N20003385,NI data zone,76,86,30,2,0
N20003386,NI data zone,74,67,25,4,0
N20003387,NI data zone,118,82,22,8,0
N20003388,NI data zone,101,70,59,18,3
N20003389,NI data zone,64,61,31,11,0
N20003390,NI data zone,95,32,11,2,0
N20003391,NI data zone,116,97,52,8,0
N20003392,NI data zone,127,79,24,5,0
N20003393,NI data zone,102,83,32,7,0
N20003394,NI data zone,100,81,33,6,0
N20003395,NI data zone,99,89,44,12,0
N20003396,NI data zone,112,88,33,12,0
N20003397,NI data zone,108,94,44,4,0
N20003398,NI data zone,95,31,27,12,1
N20003399,NI data zone,131,74,31,2,0
N20003400,NI data zone,94,53,26,4,0
N20003401,NI data zone,82,51,48,13,5
N20003402,NI data zone,89,47,19,5,0
N20003403,NI data zone,41,62,41,15,2
N20003404,NI data zone,44,47,31,23,5
N20003405,NI data zone,94,81,37,8,0
N20003406,NI data zone,41,63,59,28,5
N20003407,NI data zone,38,58,43,18,8
N20003408,NI data zone,29,54,55,32,6
N20003409,NI data zone,92,72,37,11,1
N20003410,NI data zone,61,71,56,26,3
N20003411,NI data zone,141,75,29,10,0
N20003412,NI data zone,85,63,15,4,0
N20003413,NI data zone,60,76,52,28,1
N20003414,NI data zone,103,92,51,9,1
N20003415,NI data zone,31,34,19,5,2
N20003416,NI data zone,24,65,78,51,12
N20003417,NI data zone,61,68,49,41,6
N20003418,NI data zone,69,70,28,6,0
N20003419,NI data zone,60,85,89,57,11
N20003420,NI data zone,92,108,72,35,3
N20003421,NI data zone,110,79,51,13,0
N20003422,NI data zone,75,68,36,15,2
N20003423,NI data zone,79,83,36,11,2
N20003424,NI data zone,76,68,35,7,1
N20003425,NI data zone,39,54,42,19,1
N20003426,NI data zone,35,52,46,20,2
N20003427,NI data zone,55,50,26,11,0
N20003428,NI data zone,78,84,48,25,1
N20003429,NI data zone,96,97,50,12,2
N20003430,NI data zone,62,53,45,29,2
N20003431,NI data zone,74,56,50,14,1
N20003432,NI data zone,43,44,19,4,0
N20003433,NI data zone,78,73,24,6,0
N20003434,NI data zone,55,68,24,4,0
N20003435,NI data zone,79,54,24,1,0
N20003436,NI data zone,85,99,65,21,1
N20003437,NI data zone,96,67,36,5,0
N20003438,NI data zone,73,81,42,7,1
N20003439,NI data zone,56,58,25,0,0
N20003440,NI data zone,42,65,77,29,2
N20003441,NI data zone,37,44,68,14,1
N20003442,NI data zone,63,65,25,2,0
N20003443,NI data zone,115,85,38,9,0
N20003444,NI data zone,49,61,45,23,2
N20003445,NI data zone,31,58,68,20,2
N20003446,NI data zone,54,66,31,15,2
N20003447,NI data zone,72,41,18,8,0
N20003448,NI data zone,169,103,41,6,0
N20003449,NI data zone,54,45,26,17,3
N20003450,NI data zone,54,65,67,33,2
N20003451,NI data zone,112,73,24,6,0
N20003452,NI data zone,99,80,22,1,0
N20003453,NI data zone,101,60,16,0,0
N20003454,NI data zone,104,59,8,1,0
N20003455,NI data zone,102,36,5,0,0
N20003456,NI data zone,101,66,27,9,0
N20003457,NI data zone,102,58,35,7,0
N20003458,NI data zone,65,42,22,2,0
N20003459,NI data zone,66,62,23,7,0
N20003460,NI data zone,89,56,25,6,0
N20003461,NI data zone,61,44,22,5,0
N20003462,NI data zone,79,32,12,0,0
N20003463,NI data zone,127,110,58,4,0
N20003464,NI data zone,71,47,8,1,1
N20003465,NI data zone,59,88,74,27,3
N20003466,NI data zone,112,70,27,4,0
N20003467,NI data zone,189,115,28,4,0
N20003468,NI data zone,149,53,23,4,1
N20003469,NI data zone,158,116,17,4,0
N20003470,NI data zone,126,68,18,9,0
N20003471,NI data zone,116,90,35,9,0
N20003472,NI data zone,68,59,38,9,3
N20003473,NI data zone,127,78,27,3,0
N20003474,NI data zone,128,104,18,0,0
N20003475,NI data zone,114,79,35,1,0
N20003476,NI data zone,131,71,27,2,0
N20003477,NI data zone,105,58,13,1,0
N20003478,NI data zone,121,67,16,1,0
N20003479,NI data zone,55,62,16,3,0
N20003480,NI data zone,103,67,22,2,0
N20003481,NI data zone,54,63,21,3,0
N20003482,NI data zone,136,57,20,2,0
N20003483,NI data zone,98,75,24,2,0
N20003484,NI data zone,112,61,30,2,0
N20003485,NI data zone,38,43,36,8,1
N20003486,NI data zone,57,54,52,13,0
N20003487,NI data zone,94,113,43,11,0
N20003488,NI data zone,121,83,34,6,0
N20003489,NI data zone,119,39,18,2,0
N20003490,NI data zone,84,80,41,7,0
N20003491,NI data zone,118,83,39,5,0
N20003492,NI data zone,109,120,36,5,0
N20003493,NI data zone,75,96,68,14,0
N20003494,NI data zone,101,89,27,2,0
N20003495,NI data zone,59,75,48,19,9
N20003496,NI data zone,120,100,32,2,0
N20003497,NI data zone,56,51,40,7,1
N20003498,NI data zone,70,51,31,3,0
N20003499,NI data zone,31,56,59,28,3
N20003500,NI data zone,40,55,28,14,0
N20003501,NI data zone,78,67,34,4,1
N20003502,NI data zone,128,102,72,10,0
N20003503,NI data zone,67,72,48,47,4
N20003504,NI data zone,89,108,80,21,4
N20003505,NI data zone,92,110,64,23,2
N20003506,NI data zone,80,89,100,46,7
N20003507,NI data zone,83,56,20,3,0
N20003508,NI data zone,97,82,15,1,0
N20003509,NI data zone,58,78,60,23,7
N20003510,NI data zone,14,28,44,28,5
N20003511,NI data zone,60,62,23,9,0
N20003512,NI data zone,32,64,41,29,5
N20003513,NI data zone,37,35,49,21,3
N20003514,NI data zone,79,114,53,8,0
N20003515,NI data zone,41,78,55,27,1
N20003516,NI data zone,50,68,42,26,6
N20003517,NI data zone,30,41,40,13,7
N20003518,NI data zone,53,79,68,16,1
N20003519,NI data zone,73,57,27,11,0
N20003520,NI data zone,32,70,63,40,6
N20003521,NI data zone,56,85,87,62,6
N20003522,NI data zone,50,65,34,5,1
N20003523,NI data zone,117,74,32,3,1
N20003524,NI data zone,50,56,36,15,1
N20003525,NI data zone,72,58,15,1,0
N20003526,NI data zone,37,61,55,27,8
N20003527,NI data zone,29,45,61,33,5
N20003528,NI data zone,105,62,12,1,0
N20003529,NI data zone,56,59,47,11,4
